MCC,MNC,PLMN,Region,Country,ISO,Operator,Brand,PLMNCode,2G,GPRS/3G,LTE,NetworkId,NetworkName,Source
455.0,2.0,45502.0,Asia and the Middle East,Macau (China),MO,China Telecom (Macau) Company Limited,China Telecom,,YES,,,china_telecom_macau_(china),China Telecom,system
455.0,7.0,45507.0,Asia and the Middle East,Macau (China),MO,China Telecom (Macau) Limitada,China Telecom,,,,YES,china_telecom_macau_(china),China Telecom,system
460.0,20.0,46020.0,Asia and the Middle East,China,CN,China Tietong,China Tietong,,YES,,,china_tietong_china,China Tietong,system
460.0,6.0,46006.0,Asia and the Middle East,China,CN,China Unicom,China Unicom,,YES,YES,,china_unicom_china,China Unicom,system
609.0,2.0,60902.0,Africa,Mauritania,MR,Chinguitel,Chinguitel,,YES,YES,,chinguitel_mauritania,Chinguitel,system
315.0,10.0,315010.0,North America and the Caribbean,United States of America,US,Citizens Broadband Radio Service,CBRS,,,,YES,cbrs_united_states_of_america,CBRS,system
250.0,6.0,25006.0,Europe,Russian Federation,RU,CJSC Saratov System of Cellular Communications,Skylink,,,YES,,skylink_russian_federation,Skylink,system
312.0,310.0,312310.0,North America and the Caribbean,United States of America,US,"Clear Stream Communications, LLC","Clear Stream Communications, LLC",,,,YES,"clear_stream_communications,_llc_united_states_of_america","Clear Stream Communications, LLC",system
234.0,18.0,23418.0,Europe,Isle of Man (UK),IM,Cloud 9 Mobile Communications PLC,Cloud 9 Mobile,,YES,YES,,cloud_9_mobile_isle_of_man_(uk),Cloud 9 Mobile,system
732.0,103.0,732103.0,South and Central America,Colombia,CO,Colombia Móvil S.A. ESP,Tigo,,YES,YES,YES,tigo_colombia,Tigo,system
607.0,3.0,60703.0,Africa,Gambia,GM,Comium,Comium,,YES,,,comium_gambia,Comium,system
619.0,4.0,61904.0,Africa,Sierra Leone,SL,Comium (Sierra Leone) Ltd.,Comium,,YES,,,comium_sierra_leone,Comium,system
612.0,4.0,61204.0,Africa,Ivory Coast,CI,Comium Ivory Coast Inc,KoZ,,YES,,,koz_ivory_coast,KoZ,system
312.0,370.0,312370.0,North America and the Caribbean,United States of America,US,Commnet Wireless,Choice Wireless,,,,YES,choice_wireless_united_states_of_america,Choice Wireless,system
311.0,550.0,311550.0,North America and the Caribbean,United States of America,US,Commnet Wireless LLC,Choice Wireless,,YES,YES,,choice_wireless_united_states_of_america,Choice Wireless,system
505.0,61.0,50561.0,Oceania,Australia,AU,Commtel Network Solutions Pty Ltd,CommTel NS,,,,YES,commtel_ns_australia,CommTel NS,system
455.0,4.0,45504.0,Asia and the Middle East,Macau (China),MO,"Companhia de Telecomunicações de Macau, S.A.R.L.",CTM,,,YES,,ctm_macau_(china),CTM,system
214.0,28.0,21428.0,Europe,Spain,ES,"Consorcio de Telecomunicaciones Avanzadas, S.A.",Murcia4G,,,,YES,murcia4g_spain,Murcia4G,system
744.0,6.0,74406.0,South and Central America,Paraguay,PY,Copaco S.A.,Copaco,,YES,,YES,copaco_paraguay,Copaco,system
312.0,380.0,312380.0,North America and the Caribbean,United States of America,US,Copper Valley Wireless,Copper Valley Wireless,,,,YES,copper_valley_wireless_united_states_of_america,Copper Valley Wireless,system
311.0,240.0,311240.0,North America and the Caribbean,United States of America,US,Cordova Wireless,Cordova Wireless,,YES,YES,,cordova_wireless_united_states_of_america,Cordova Wireless,system
734.0,1.0,73401.0,South and Central America,Venezuela,VE,Corporacion Digitel C.A.,Digitel,,YES,,,digitel_venezuela,Digitel,system
734.0,2.0,73402.0,South and Central America,Venezuela,VE,Corporacion Digitel C.A.,Digitel GSM,,YES,YES,YES,digitel_gsm_venezuela,Digitel GSM,system
202.0,2.0,20202.0,Europe,Greece,GR,COSMOTE - Mobile Telecommunications S.A.,Cosmote,,YES,YES,YES,cosmote_greece,Cosmote,system
312.0,60.0,312060.0,North America and the Caribbean,United States of America,US,CoverageCo,CoverageCo,,YES,,,coverageco_united_states_of_america,CoverageCo,system
310.0,700.0,310700.0,North America and the Caribbean,United States of America,US,Cross Valiant Cellular Partnership,Bigfoot Cellular,,YES,,,bigfoot_cellular_united_states_of_america,Bigfoot Cellular,system
312.0,30.0,312030.0,North America and the Caribbean,United States of America,US,Cross Wireless,Bravado Wireless,,,,YES,bravado_wireless_united_states_of_america,Bravado Wireless,system
250.0,8.0,25008.0,Europe,Russian Federation,RU,"CS ""VainahTelecom""",Vainah Telecom,,YES,,YES,vainah_telecom_russian_federation,Vainah Telecom,system
454.0,2.0,45402.0,Asia and the Middle East,Hong Kong,HK,CSL Limited,CSL Limited,,YES,,,csl_limited_hong_kong,CSL Limited,system
454.0,18.0,45418.0,Asia and the Middle East,Hong Kong,HK,CSL Limited,CSL Limited,,YES,,,csl_limited_hong_kong,CSL Limited,system
266.0,6.0,26606.0,Europe,Gibraltar (UK),GI,CTS Gibraltar,CTS Mobile,,,YES,,cts_mobile_gibraltar_(uk),CTS Mobile,system
362.0,68.0,36268.0,North America and the Caribbean,Former Netherlands Antilles,BQ/CW/SX,Curaçao Telecom N.V.,Digicel,,,YES,YES,digicel_former_netherlands_antilles,Digicel,system
312.0,40.0,312040.0,North America and the Caribbean,United States of America,US,Custer Telephone Co-op (CTCI),Custer Telephone Co-op (CTCI),,,,YES,custer_telephone_co-op_(ctci)_united_states_of_america,Custer Telephone Co-op (CTCI),system
432.0,12.0,43212.0,Asia and the Middle East,Iran,IR,Dadeh Dostar asr Novin p.j.s. co & Information Technology Company of Iran,Avacell(HiWEB),,,,YES,avacell(hiweb)_iran,Avacell(HiWEB),system
619.0,40.0,61940.0,Africa,Sierra Leone,SL,Datatel (SL) Ltd.,Datatel (SL) Ltd.,,YES,,,datatel_(sl)_ltd._sierra_leone,Datatel (SL) Ltd.,system
340.0,8.0,34008.0,North America and the Caribbean,French Antilles (France),BL/GF/GP/MF/MQ,Dauphin Telecom,Dauphin,,YES,YES,YES,dauphin_french_antilles_(france),Dauphin,system
262.0,10.0,26210.0,Europe,Germany,DE,DB Netz AG,DB Netz AG,,YES,,,db_netz_ag_germany,DB Netz AG,system
262.0,60.0,26260.0,Europe,Germany,DE,DB Telematik,DB Telematik,,YES,,,db_telematik_germany,DB Telematik,system
405.0,909.0,405909.0,Asia and the Middle East,India,IN,Delhi,IDEA,,YES,,,idea_india,IDEA,system
405.0,5.0,40505.0,Asia and the Middle East,India,IN,Delhi & NCR,Reliance,,YES,,,reliance_india,Reliance,system
405.0,844.0,405844.0,Asia and the Middle East,India,IN,Delhi & NCR,Uninor,,YES,,,uninor_india,Uninor,system
405.0,913.0,405913.0,Asia and the Middle East,India,IN,Delhi & NCR,Etisalat DB(cheers),,YES,,,etisalat_db(cheers)_india,Etisalat DB(cheers),system
206.0,25.0,20625.0,Europe,Belgium,BE,Dense Air Belgium SPRL,Dense Air Belgium SPRL,,,,YES,dense_air_belgium_sprl_belgium,Dense Air Belgium SPRL,system
413.0,11.0,41311.0,Asia and the Middle East,Sri Lanka,LK,Dialog Broadband Networks (Pvt) Ltd,Dialog,,YES,,YES,dialog_sri_lanka,Dialog,system
216.0,3.0,21603.0,Europe,Hungary,HU,DIGI Telecommunication Ltd.,DIGI,,,,YES,digi_hungary,DIGI,system
365.0,10.0,365010.0,North America and the Caribbean,Anguilla (UK),AI,Digicel,Digicel,,YES,YES,YES,digicel_anguilla_(uk),Digicel,system
342.0,750.0,342750.0,North America and the Caribbean,Barbados,BB,Digicel (Barbados) Limited,Digicel,,YES,YES,YES,digicel_barbados,Digicel,system
536.0,2.0,53602.0,Oceania,Nauru,NR,Digicel (Nauru) Corporation,Digicel,,YES,YES,YES,digicel_nauru,Digicel,system
360.0,50.0,360050.0,North America and the Caribbean,Saint Vincent and the Grenadines,VC,Digicel (St. Vincent and the Grenadines) Limited,Digicel,,YES,,YES,digicel_saint_vincent_and_the_grenadines,Digicel,system
346.0,50.0,346050.0,North America and the Caribbean,Cayman Islands (UK),KY,Digicel Cayman Ltd.,Digicel,,YES,YES,YES,digicel_cayman_islands_(uk),Digicel,system
352.0,30.0,352030.0,North America and the Caribbean,Grenada,GD,Digicel Grenada Ltd.,Digicel,,YES,YES,YES,digicel_grenada,Digicel,system
366.0,20.0,366020.0,North America and the Caribbean,Dominica,DM,Digicel Group Limited,Digicel,,YES,YES,YES,digicel_dominica,Digicel,system
746.0,4.0,74604.0,South and Central America,Suriname,SR,Digicel Group Limited,Digicel,,YES,YES,,digicel_suriname,Digicel,system
549.0,1.0,54901.0,Oceania,Samoa,WS,Digicel Pacific Ltd.,Digicel,,YES,YES,YES,digicel_samoa,Digicel,system
520.0,23.0,52023.0,Oceania,Thailand,TH,Digital Phone Company Ltd.,AIS GSM 1800,,YES,,,ais_gsm_1800_thailand,AIS GSM 1800,system
732.0,176.0,732176.0,South and Central America,Colombia,CO,DirecTV Colombia Ltda,DirecTV Colombia Ltda,,,,YES,directv_colombia_ltda_colombia,DirecTV Colombia Ltda,system
244.0,13.0,24413.0,Europe,Finland,FI,DNA Oy,DNA,,YES,,,dna_finland,DNA,system
250.0,10.0,25010.0,Europe,Russian Federation,RU,Dontelekom,DTC,,YES,,,dtc_russian_federation,DTC,system
640.0,6.0,64006.0,Africa,Tanzania,TZ,Dovetel Limited,Sasatel (Dovetel),,YES,,,sasatel_(dovetel)_tanzania,Sasatel (Dovetel),system
362.0,95.0,36295.0,North America and the Caribbean,Former Netherlands Antilles,BQ/CW/SX,E.O.C.G. Wireless,MIO,,,YES,,mio_former_netherlands_antilles,MIO,system
362.0,54.0,36254.0,North America and the Caribbean,Former Netherlands Antilles,BQ/CW/SX,East Caribbean Cellular,ECC,,YES,,,ecc_former_netherlands_antilles,ECC,system
310.0,750.0,310750.0,North America and the Caribbean,United States of America,US,"East Kentucky Network, LLC",Appalachian Wireless,,,YES,,appalachian_wireless_united_states_of_america,Appalachian Wireless,system
312.0,120.0,312120.0,North America and the Caribbean,United States of America,US,"East Kentucky Network, LLC",Appalachian Wireless,,,,YES,appalachian_wireless_united_states_of_america,Appalachian Wireless,system
312.0,130.0,312130.0,North America and the Caribbean,United States of America,US,"East Kentucky Network, LLC",Appalachian Wireless,,,,YES,appalachian_wireless_united_states_of_america,Appalachian Wireless,system
266.0,9.0,26609.0,Europe,Gibraltar (UK),GI,Eazitelecom,Shine,,YES,YES,,shine_gibraltar_(uk),Shine,system
642.0,1.0,64201.0,Africa,Burundi,BI,Econet Wireless Burundi PLC,econet Leo,,YES,YES,YES,econet_leo_burundi,econet Leo,system
642.0,82.0,64282.0,Africa,Burundi,BI,Econet Wireless Burundi PLC,econet Leo,,YES,YES,,econet_leo_burundi,econet Leo,system
234.0,31.0,23431.0,Europe,United Kingdom,GB,EE,T-Mobile UK,,YES,YES,YES,t-mobile_uk_united_kingdom,T-Mobile UK,system
234.0,32.0,23432.0,Europe,United Kingdom,GB,EE,T-Mobile UK,,YES,YES,YES,t-mobile_uk_united_kingdom,T-Mobile UK,system
234.0,34.0,23434.0,Europe,United Kingdom,GB,EE,Orange,,YES,YES,YES,orange_united_kingdom,Orange,system
272.0,7.0,27207.0,Europe,Ireland,IE,Eir Group plc,Eir,,YES,YES,,eir_ireland,Eir,system
310.0,610.0,310610.0,North America and the Caribbean,United States of America,US,Elkhart Telephone Co.,Epic PCS,,YES,,,epic_pcs_united_states_of_america,Epic PCS,system
732.0,187.0,732187.0,South and Central America,Colombia,CO,Empresa de Telecomunicaciones de Bogotá S.A. ESP,eTb,,,,YES,etb_colombia,eTb,system
708.0,30.0,708030.0,South and Central America,Honduras,HN,Empresa Hondureña de Telecomunicaciones,Hondutel,,YES,YES,,hondutel_honduras,Hondutel,system
732.0,99.0,732099.0,South and Central America,Colombia,CO,Empresas Municipales de Cali,EMCALI,,YES,,,emcali_colombia,EMCALI,system
311.0,950.0,311950.0,North America and the Caribbean,United States of America,US,Enhanced Telecommmunications Corp.,ETC,,YES,,YES,etc_united_states_of_america,ETC,system
716.0,17.0,71617.0,South and Central America,Peru,PE,Entel Perú S.A.,Entel,,,YES,YES,entel_peru,Entel,system
736.0,2.0,73602.0,South and Central America,Bolivia,BO,Entel SA,Entel,,YES,YES,YES,entel_bolivia,Entel,system
730.0,10.0,73010.0,South and Central America,Chile,CL,Entel Telefonía Móvil S.A.,entel,,YES,YES,,entel_chile,entel,system
657.0,1.0,65701.0,Africa,Eritrea,ER,Eritrea Telecommunications Services Corporation,Eritel,,YES,,,eritel_eritrea,Eritel,system
432.0,1.0,43201.0,Asia and the Middle East,Iran,IR,Ertebatat Iran,Uname,,,,YES,uname_iran,Uname,system
432.0,40.0,43240.0,Asia and the Middle East,Iran,IR,Ertebatat Mobinnet,Mobinnet,,,,YES,mobinnet_iran,Mobinnet,system
362.0,31.0,36231.0,North America and the Caribbean,Former Netherlands Antilles,BQ/CW/SX,Eutel N.V.,Eutel N.V.,,YES,,,eutel_n.v._former_netherlands_antilles,Eutel N.V.,system
259.0,4.0,25904.0,Europe,Moldova,MD,Eventis Telecom,Eventis,,YES,,,eventis_moldova,Eventis,system
452.0,6.0,45206.0,Asia and the Middle East,Vietnam,VN,EVN Telecom,EVNTelecom,,,YES,,evntelecom_vietnam,EVNTelecom,system
310.0,990.0,310990.0,North America and the Caribbean,United States of America,US,Evolve Cellular Inc.,Evolve Broadband,,,,YES,evolve_broadband_united_states_of_america,Evolve Broadband,system
466.0,2.0,46602.0,Asia and the Middle East,Taiwan,TW,Far EasTone Telecommunications Co Ltd,FarEasTone,,YES,,,fareastone_taiwan,FarEasTone,system
466.0,3.0,46603.0,Asia and the Middle East,Taiwan,TW,Far EasTone Telecommunications Co Ltd,FarEasTone,,,YES,,fareastone_taiwan,FarEasTone,system
466.0,6.0,46606.0,Asia and the Middle East,Taiwan,TW,Far EasTone Telecommunications Co Ltd,FarEasTone,,YES,,,fareastone_taiwan,FarEasTone,system
466.0,88.0,46688.0,Asia and the Middle East,Taiwan,TW,Far EasTone Telecommunications Co Ltd,FarEasTone,,YES,,,fareastone_taiwan,FarEasTone,system
310.0,311.0,310311.0,North America and the Caribbean,United States of America,US,Farmers Wireless,Farmers Wireless,,YES,,,farmers_wireless_united_states_of_america,Farmers Wireless,system
432.0,93.0,43293.0,Asia and the Middle East,Iran,IR,Farzanegan Pars,Farzanegan Pars,,YES,,,farzanegan_pars_iran,Farzanegan Pars,system
302.0,350.0,302350.0,North America and the Caribbean,Canada,CA,FIRST Networks Operations,FIRST,,YES,,,first_canada,FIRST,system
312.0,900.0,312900.0,North America and the Caribbean,United States of America,US,"Flat West Wireless, LLC",ClearTalk,,YES,,YES,cleartalk_united_states_of_america,ClearTalk,system
312.0,860.0,312860.0,North America and the Caribbean,United States of America,US,"Flat Wireless, LLC",ClearTalk,,YES,,YES,cleartalk_united_states_of_america,ClearTalk,system
234.0,4.0,23404.0,Europe,United Kingdom,GB,FMS Solutions Ltd,FMS Solutions Ltd,,YES,,,fms_solutions_ltd_united_kingdom,FMS Solutions Ltd,system
550.0,1.0,55001.0,Oceania,Federated States of Micronesia,FM,FSMTC,FSMTC,,YES,,YES,fsmtc_federated_states_of_micronesia,FSMTC,system
312.0,390.0,312390.0,North America and the Caribbean,United States of America,US,FTC Communications LLC,FTC Wireless,,,YES,YES,ftc_wireless_united_states_of_america,FTC Wireless,system
312.0,50.0,312050.0,North America and the Caribbean,United States of America,US,Fuego Wireless,Fuego Wireless,,,,YES,fuego_wireless_united_states_of_america,Fuego Wireless,system
428.0,98.0,42898.0,Asia and the Middle East,Mongolia,MN,G-Mobile LLC,G-Mobile,,,YES,,g-mobile_mongolia,G-Mobile,system
734.0,3.0,73403.0,South and Central America,Venezuela,VE,Galaxy Entertainment de Venezuela C.A.,DirecTV,,,,YES,directv_venezuela,DirecTV,system
607.0,1.0,60701.0,Africa,Gambia,GM,Gamcel,Gamcel,,YES,YES,,gamcel_gambia,Gamcel,system
607.0,5.0,60705.0,Africa,Gambia,GM,Gamtel-Ecowan,Gamtel-Ecowan,,,,YES,gamtel-ecowan_gambia,Gamtel-Ecowan,system
310.0,430.0,310430.0,North America and the Caribbean,United States of America,US,GCI Communications Corp.,GCI,,YES,YES,,gci_united_states_of_america,GCI,system
659.0,3.0,65903.0,Africa,South Sudan,SS,Gemtel,Gemtel,,YES,,,gemtel_south_sudan,Gemtel,system
627.0,1.0,62701.0,Africa,Equatorial Guinea,GQ,GETESA,Orange GQ,,YES,,,orange_gq_equatorial_guinea,Orange GQ,system
616.0,5.0,61605.0,Africa,Benin,BJ,Glo Communication Benin,Glo,,YES,,,glo_benin,Glo,system
308.0,2.0,30802.0,North America and the Caribbean,Saint Pierre and Miquelon (France),PM,GLOBALTEL,GLOBALTEL,,YES,,YES,globaltel_saint_pierre_and_miquelon_(france),GLOBALTEL,system
515.0,1.0,51501.0,Oceania,Philippines,PH,Globe Telecom via Innove Communications,Islacom,,YES,,,islacom_philippines,Islacom,system
901.0,35.0,90135.0,Worldwide,Worldwide,XX,Globecomm Network Services,Globecomm Network Services,,YES,,,globecomm_network_services_worldwide,Globecomm Network Services,system
425.0,8.0,42508.0,Asia and the Middle East,Israel,IL,Golan Telecom Ltd.,Golan Telecom,,,YES,YES,golan_telecom_israel,Golan Telecom,system
637.0,30.0,63730.0,Africa,Somalia,SO,Golis Telecom Somalia,Golis,,YES,,,golis_somalia,Golis,system
312.0,710.0,312710.0,North America and the Caribbean,United States of America,US,Great North Woods Wireless LLC,Great North Woods Wireless LLC,,,,YES,great_north_woods_wireless_llc_united_states_of_america,Great North Woods Wireless LLC,system
311.0,680.0,311680.0,North America and the Caribbean,United States of America,US,GreenFly LLC,GreenFly LLC,,YES,,,greenfly_llc_united_states_of_america,GreenFly LLC,system
262.0,14.0,26214.0,Europe,Germany,DE,Group 3G UMTS,Group 3G UMTS,,,YES,,group_3g_umts_germany,Group 3G UMTS,system
452.0,7.0,45207.0,Asia and the Middle East,Vietnam,VN,GTEL Mobile JSC,Gmobile,,YES,,,gmobile_vietnam,Gmobile,system
234.0,3.0,23403.0,Europe,Guernsey (UK),GG,Guernsey Airtel Ltd,Airtel-Vodafone,,YES,YES,YES,airtel-vodafone_guernsey_(uk),Airtel-Vodafone,system
632.0,1.0,63201.0,Africa,Guinea-Bissau,GW,Guinétel S.A.,Guinetel,,YES,,,guinetel_guinea-bissau,Guinetel,system
632.0,7.0,63207.0,Africa,Guinea-Bissau,GW,Guinétel S.A.,Guinetel,,YES,,,guinetel_guinea-bissau,Guinetel,system
404.0,57.0,40457.0,Asia and the Middle East,India,IN,Gujarat,cellone,,YES,YES,,cellone_india,cellone,system
405.0,6.0,40506.0,Asia and the Middle East,India,IN,Gujarat,Reliance,,YES,,,reliance_india,Reliance,system
405.0,827.0,405827.0,Asia and the Middle East,India,IN,Gujarat,Videocon Datacom,,YES,,,videocon_datacom_india,Videocon Datacom,system
405.0,914.0,405914.0,Asia and the Middle East,India,IN,Gujarat,Etisalat DB(cheers),,YES,,,etisalat_db(cheers)_india,Etisalat DB(cheers),system
313.0,290.0,313290.0,North America and the Caribbean,United States of America,US,Gulf Coast Broadband LLC,Gulf Coast Broadband LLC,,,,YES,gulf_coast_broadband_llc_united_states_of_america,Gulf Coast Broadband LLC,system
646.0,5.0,64605.0,Africa,Madagascar,MG,Gulfsat Madagascar S.A.,BIP / blueline,,,,YES,bip_/_blueline_madagascar,BIP / blueline,system
738.0,2.0,738002.0,South and Central America,Guyana,GY,Guyana Telephone & Telegraph Co.,GT&T Cellink Plus,,YES,YES,YES,gt&t_cellink_plus_guyana,GT&T Cellink Plus,system
274.0,5.0,27405.0,Europe,Iceland,IS,Halló Frjáls fjarskipti hf.,Halló Frjáls fjarskipti hf.,,YES,,,halló_frjáls_fjarskipti_hf._iceland,Halló Frjáls fjarskipti hf.,system
404.0,1.0,40401.0,Asia and the Middle East,India,IN,Haryana,Vodafone India,,YES,,,vodafone_india_india,Vodafone India,system
404.0,34.0,40434.0,Asia and the Middle East,India,IN,Haryana,cellone,,YES,YES,,cellone_india,cellone,system
405.0,7.0,40507.0,Asia and the Middle East,India,IN,Haryana,Reliance,,YES,,,reliance_india,Reliance,system
405.0,910.0,405910.0,Asia and the Middle East,India,IN,Haryana,IDEA,,YES,,,idea_india,IDEA,system
606.0,6.0,60606.0,Africa,Libya,LY,Hatef Libya,Hatef Libya,,,YES,,hatef_libya_libya,Hatef Libya,system
208.0,19.0,20819.0,Europe,France,FR,Haute-Garonne numérique,Haute-Garonne numérique,,,,YES,haute-garonne_numérique_france,Haute-Garonne numérique,system
234.0,14.0,23414.0,Europe,United Kingdom,GB,Hay Systems Ltd,Hay Systems Ltd,,YES,,,hay_systems_ltd_united_kingdom,Hay Systems Ltd,system
310.0,540.0,310540.0,North America and the Caribbean,United States of America,US,Hilliary Communications,Phoenix,,YES,,,phoenix_united_states_of_america,Phoenix,system
404.0,18.0,40418.0,Asia and the Middle East,India,IN,Himachal Pradesh,Reliance,,YES,,,reliance_india,Reliance,system
404.0,51.0,40451.0,Asia and the Middle East,India,IN,Himachal Pradesh,cellone,,YES,YES,,cellone_india,cellone,system
405.0,8.0,40508.0,Asia and the Middle East,India,IN,Himachal Pradesh,Reliance,,YES,,,reliance_india,Reliance,system
405.0,754.0,405754.0,Asia and the Middle East,India,IN,Himachal Pradesh,Vodafone India,,YES,,,vodafone_india_india,Vodafone India,system
637.0,50.0,63750.0,Africa,Somalia,SO,Hormuud Telecom Somalia Inc,Hormuud,,YES,YES,,hormuud_somalia,Hormuud,system
637.0,67.0,63767.0,Africa,Somalia,SO,HTG Group Somalia,Horntel Group,,YES,YES,,horntel_group_somalia,Horntel Group,system
232.0,10.0,23210.0,Europe,Austria,AT,Hutchison Drei Austria,3,,,YES,YES,3_austria,3,system
454.0,5.0,45405.0,Asia and the Middle East,Hong Kong,HK,Hutchison Telecom,3 (CDMA),,YES,,,3_(cdma)_hong_kong,3 (CDMA),system
454.0,14.0,45414.0,Asia and the Middle East,Hong Kong,HK,Hutchison Telecom,Hutchison Telecom,,YES,,,hutchison_telecom_hong_kong,Hutchison Telecom,system
722.0,350.0,722350.0,South and Central America,Argentina,AR,Hutchison Telecommunications Argentina S.A.,PORT-HABLE,,YES,,,port-hable_argentina,PORT-HABLE,system
413.0,9.0,41309.0,Asia and the Middle East,Sri Lanka,LK,Hutchison Telecommunications Lanka (Pvt) Ltd,Hutch,,YES,YES,YES,hutch_sri_lanka,Hutch,system
455.0,5.0,45505.0,Asia and the Middle East,Macau (China),MO,"Hutchison Telephone (Macau), Limitada",3,,,YES,YES,3_macau_(china),3,system
242.0,14.0,24214.0,Europe,Norway,NO,ICE Communication Norge AS,ice,,YES,YES,YES,ice_norway,ice,system
238.0,15.0,23815.0,Europe,Denmark,DK,Ice Danmark ApS,Net 1,,,,YES,net_1_denmark,Net 1,system
242.0,6.0,24206.0,Europe,Norway,NO,ICE Norge AS,ice,,,,YES,ice_norway,ice,system
302.0,620.0,302620.0,North America and the Caribbean,Canada,CA,ICE Wireless,ICE Wireless,,YES,YES,YES,ice_wireless_canada,ICE Wireless,system
274.0,7.0,27407.0,Europe,Iceland,IS,IceCell ehf,IceCell,,YES,,,icecell_iceland,IceCell,system
274.0,8.0,27408.0,Europe,Iceland,IS,Iceland Telecom,On-waves,,YES,,,on-waves_iceland,On-waves,system
226.0,15.0,22615.0,Europe,Romania,RO,Idilis,Idilis,,,,YES,idilis_romania,Idilis,system
208.0,16.0,20816.0,Europe,France,FR,Iliad,Free Mobile,,,YES,YES,free_mobile_france,Free Mobile,system
311.0,340.0,311340.0,North America and the Caribbean,United States of America,US,Illinois Valley Cellular,Illinois Valley Cellular,,,YES,YES,illinois_valley_cellular_united_states_of_america,Illinois Valley Cellular,system
313.0,250.0,313250.0,North America and the Caribbean,United States of America,US,Imperial County Office of Education,Imperial County Office of Education,,,,YES,imperial_county_office_of_education_united_states_of_america,Imperial County Office of Education,system
228.0,7.0,22807.0,Europe,Switzerland,CH,IN&Phone SA,IN&Phone,,YES,,,in&phone_switzerland,IN&Phone,system
250.0,19.0,25019.0,Europe,Russian Federation,RU,INDIGO,INDIGO,,YES,,,indigo_russian_federation,INDIGO,system
436.0,12.0,43612.0,Asia and the Middle East,Tajikistan,TJ,Indigo,Tcell,,,YES,,tcell_tajikistan,Tcell,system
436.0,2.0,43602.0,Asia and the Middle East,Tajikistan,TJ,Indigo Tajikistan,Tcell,,YES,YES,YES,tcell_tajikistan,Tcell,system
206.0,2.0,20602.0,Europe,Belgium,BE,Infrabel,Infrabel,,YES,,,infrabel_belgium,Infrabel,system
268.0,12.0,26812.0,Europe,Portugal,PT,"Infraestruturas de Portugal, S.A.","Infraestruturas de Portugal, S.A.",,YES,,,"infraestruturas_de_portugal,_s.a._portugal","Infraestruturas de Portugal, S.A.",system
312.0,20.0,312020.0,North America and the Caribbean,United States of America,US,"Infrastructure Networks, LLC","Infrastructure Networks, LLC",,,,YES,"infrastructure_networks,_llc_united_states_of_america","Infrastructure Networks, LLC",system
310.0,580.0,310580.0,North America and the Caribbean,United States of America,US,Inland Cellular Telephone Company,Inland Cellular Telephone Company,,,YES,,inland_cellular_telephone_company_united_states_of_america,Inland Cellular Telephone Company,system
262.0,19.0,26219.0,Europe,Germany,DE,Inquam Deutschland,Inquam Deutschland,,YES,,,inquam_deutschland_germany,Inquam Deutschland,system
712.0,2.0,71202.0,South and Central America,Costa Rica,CR,Instituto Costarricense de Electricidad,Kölbi ICE,,YES,YES,YES,kölbi_ice_costa_rica,Kölbi ICE,system
621.0,22.0,62122.0,Africa,Nigeria,NG,InterC Network Ltd.,InterC,,,,YES,interc_nigeria,InterC,system
611.0,3.0,61103.0,Africa,Guinea,GN,INTERCEL Guinée,Telecel Guinee,,YES,,,telecel_guinee_guinea,Telecel Guinee,system
255.0,0.0,25500.0,Europe,Moldova,MD,Interdnestrcom,IDC,,YES,,,idc_moldova,IDC,system
259.0,15.0,25915.0,Europe,Moldova,MD,Interdnestrcom,IDC,,,,YES,idc_moldova,IDC,system
619.0,9.0,61909.0,Africa,Sierra Leone,SL,InterGroup Telecom SL,Smart Mobile,,YES,YES,,smart_mobile_sierra_leone,Smart Mobile,system
250.0,61.0,25061.0,Europe,Russian Federation,RU,Intertelecom,Intertelecom,,YES,,,intertelecom_russian_federation,Intertelecom,system
255.0,4.0,25504.0,Europe,Ukraine,UA,Intertelecom LLC,Intertelecom,,YES,,,intertelecom_ukraine,Intertelecom,system
255.0,23.0,25523.0,Europe,Ukraine,UA,Intertelecom LLC,CDMA Ukraine,,YES,,,cdma_ukraine_ukraine,CDMA Ukraine,system
290.0,2.0,29002.0,Europe,Greenland,GL,inu:it a/s,Nuuk TV,,,,YES,nuuk_tv_greenland,Nuuk TV,system
312.0,170.0,312170.0,North America and the Caribbean,United States of America,US,Iowa RSA No. 2 LP,Chat Mobility,,,,YES,chat_mobility_united_states_of_america,Chat Mobility,system
310.0,770.0,310770.0,North America and the Caribbean,United States of America,US,Iowa Wireless Services,iWireless,,YES,YES,YES,iwireless_united_states_of_america,iWireless,system
432.0,93.0,43293.0,Asia and the Middle East,Iran,IR,Iraphone,Iraphone,,YES,,,iraphone_iran,Iraphone,system
432.0,90.0,43290.0,Asia and the Middle East,Iran,IR,IRAPHONE GHESHM of Iran,Iraphone,,YES,,,iraphone_iran,Iraphone,system
310.0,300.0,310300.0,North America and the Caribbean,United States of America,US,"iSmart Mobile, LLC",Big Sky Mobile,,YES,,,big_sky_mobile_united_states_of_america,Big Sky Mobile,system
425.0,25.0,42525.0,Asia and the Middle East,Israel,IL,Israel Ministry of Defense,IMOD,,,,YES,imod_israel,IMOD,system
310.0,32.0,310032.0,North America and the Caribbean,Guam (USA),GU,"IT&E Overseas, Inc",IT&E Wireless,,YES,,YES,it&e_wireless_guam_(usa),IT&E Wireless,system
