MCC,MNC,PLMN,Region,Country,ISO,Operator,Brand,PLMNCode,2G,GPRS/3G,LTE,NetworkId,NetworkName,Source
746.0,2.0,74602.0,South and Central America,Suriname,SR,Telecommunications Company Suriname (Telesur),Telesur,SURTG,YES,YES,YES,telesur_suriname,Telesur,system
231.0,2.0,23102.0,Europe,Slovakia,SK,Slovak Telekom,Telekom,SVKET,YES,YES,YES,telekom_slovakia,Telekom,system
231.0,1.0,23101.0,Europe,Slovakia,SK,Orange Slovensko,Orange,SVKGT,YES,YES,YES,orange_slovakia,Orange,system
231.0,6.0,23106.0,Europe,Slovakia,SK,O2 Slovakia,O2,SVKO2,YES,YES,YES,o2_slovakia,O2,system
293.0,41.0,29341.0,Europe,Slovenia,SI,Telekom Slovenije,Mobitel,SVNMT,YES,YES,YES,mobitel_slovenia,Mobitel,system
293.0,40.0,29340.0,Europe,Slovenia,SI,A1 Slovenija,A1,SVNSM,YES,YES,YES,a1_slovenia,A1,system
293.0,70.0,29370,,Slovenia,,,Telemach Tusmobil d.o.o.,SVNVG,YES,YES,YES,telemach_tusmobil_d.o.o._slovenia,Telemach Tusmobil d.o.o.,system
240.0,42.0,24042,,Sweden,,,Telenor Sweden,SWECN,N.A,N.A,N.A,telenor_sweden_sweden,Telenor Sweden,system
240.0,8.0,24008.0,Europe,Sweden,SE,Telenor Sverige AB,Telenor,SWEEP,YES,,,telenor_sweden,Telenor,system
240.0,2.0,24002.0,Europe,Sweden,SE,HI3G Access AB,3,SWEHU,,YES,YES,3_sweden,3,system
240.0,7.0,24007.0,Europe,Sweden,SE,Tele2 Sverige AB,Tele2,SWEIQ,,YES,YES,tele2_sweden,Tele2,system
240.0,10.0,24010,,Sweden,,,Tele2 Sweden,SWESM,0,0,0,tele2_sweden_sweden,Tele2 Sweden,system
240.0,6.0,24006,,Sweden,,,Telenor Sweden,SWETG,N.A,N.A,N.A,telenor_sweden_sweden,Telenor Sweden,system
240.0,1.0,24001.0,Europe,Sweden,SE,Telia Sverige AB,Telia,SWETR,YES,YES,YES,telia_sweden,Telia,system
653.0,10.0,65310.0,Africa,Swaziland,SZ,Swazi MTN Limited,Swazi MTN,SWZMN,YES,,YES,swazi_mtn_swaziland,Swazi MTN,system
633.0,10.0,63310.0,Africa,Seychelles,SC,Telecom Seychelles Ltd,Airtel,SYCAT,YES,YES,YES,airtel_seychelles,Airtel,system
633.0,1.0,63301.0,Africa,Seychelles,SC,Cable & Wireless Seychelles,Cable & Wireless,SYCCW,YES,YES,,cable_&_wireless_seychelles,Cable & Wireless,system
417.0,2.0,41702.0,Asia and the Middle East,Syria,SY,MTN Syria,MTN,SYRSP,YES,YES,YES,mtn_syria,MTN,system
376.0,350.0,376350.0,North America and the Caribbean,Turks and Caicos Islands,TC,Cable & Wireless West Indies Ltd (Turks & Caicos),FLOW,TCACW,YES,YES,YES,flow_turks_and_caicos_islands,FLOW,system
622.0,1.0,62201.0,Africa,Chad,TD,Bharti Airtel SA,Airtel,TCDCT,YES,YES,YES,airtel_chad,Airtel,system
622.0,3.0,62203.0,Africa,Chad,TD,Millicom,Tigo,TCDML,YES,YES,YES,tigo_chad,Tigo,system
615.0,1.0,61501.0,Africa,Togo,TG,Togo Telecom,Togo Cell,TGOTC,YES,,YES,togo_cell_togo,Togo Cell,system
615.0,3.0,61503.0,Africa,Togo,TG,Moov Togo,Moov,TGOTL,YES,,YES,moov_togo,Moov,system
520.0,4.0,52004.0,Oceania,Thailand,TH,True Move H Universal Communication Company Ltd.,TrueMove H,THACA,,YES,YES,truemove_h_thailand,TrueMove H,system
520.0,99.0,52099.0,Oceania,Thailand,TH,True Corporation,TrueMove,THACO,YES,,,truemove_thailand,TrueMove,system
520.0,0.0,52000.0,Oceania,Thailand,TH,CAT Telecom,TrueMove H / my by CAT,THACT,,YES,,truemove_h_/_my_by_cat_thailand,TrueMove H / my by CAT,system
520.0,5.0,52005.0,Oceania,Thailand,TH,DTAC TriNet Company Ltd.,dtac TriNet / LINE,THADT,,YES,YES,dtac_trinet_/_line_thailand,dtac TriNet / LINE,system
520.0,3.0,52003.0,Oceania,Thailand,TH,Advanced Wireless Network Company Ltd.,AIS,THAWN,,YES,YES,ais_thailand,AIS,system
520.0,18.0,52018.0,Oceania,Thailand,TH,Total Access Communications Public Company Ltd.,dtac,THAWP,YES,,,dtac_thailand,dtac,system
436.0,5.0,43605.0,Asia and the Middle East,Tajikistan,TJ,Tacom,ZET-Mobile,TJK91,YES,YES,YES,zet-mobile_tajikistan,ZET-Mobile,system
514.0,3.0,51403.0,Oceania,East Timor,TL,Viettel Timor-Leste,Telemor,TLSVG,YES,YES,YES,telemor_east_timor,Telemor,system
539.0,88.0,53988.0,Oceania,Tonga,TO,Digicel (Tonga) Limited,Digicel,TONDP,YES,,YES,digicel_tonga,Digicel,system
374.0,130.0,374130.0,North America and the Caribbean,Trinidad and Tobago,TT,Digicel (Trinidad & Tobago) Limited,Digicel,TTODL,YES,YES,YES,digicel_trinidad_and_tobago,Digicel,system
605.0,1.0,60501.0,Africa,Tunisia,TN,Orange Tunisie,Orange,TUNOR,YES,YES,YES,orange_tunisia,Orange,system
605.0,3.0,60503.0,Africa,Tunisia,TN,ooredoo Tunisiana,OOREDOO TN,TUNTA,YES,YES,YES,ooredoo_tn_tunisia,OOREDOO TN,system
605.0,2.0,60502.0,Africa,Tunisia,TN,Tunisie Telecom,Tunicell,TUNTT,YES,YES,YES,tunicell_tunisia,Tunicell,system
286.0,4.0,28604.0,Europe,Turkey,TR,Aycell,Aycell,TURAC,YES,,,aycell_turkey,Aycell,system
286.0,3.0,28603.0,Europe,Turkey,TR,Türk Telekom,Türk Telekom,TURIS,YES,YES,YES,türk_telekom_turkey,Türk Telekom,system
286.0,1.0,28601.0,Europe,Turkey,TR,Turkcell Iletisim Hizmetleri A.S.,Turkcell,TURTC,YES,YES,YES,turkcell_turkey,Turkcell,system
286.0,2.0,28602.0,Europe,Turkey,TR,Vodafone Turkey,Vodafone,TURTS,YES,YES,YES,vodafone_turkey,Vodafone,system
466.0,1.0,46601.0,Asia and the Middle East,Taiwan,TW,Far EasTone Telecommunications Co Ltd,FarEasTone,TWNFE,,YES,YES,fareastone_taiwan,FarEasTone,system
466.0,92.0,46692.0,Asia and the Middle East,Taiwan,TW,Chunghwa Telecom,Chunghwa,TWNLD,,YES,YES,chunghwa_taiwan,Chunghwa,system
466.0,97.0,46697.0,Asia and the Middle East,Taiwan,TW,Taiwan Mobile Co. Ltd,Taiwan Mobile,TWNPC,,YES,YES,taiwan_mobile_taiwan,Taiwan Mobile,system
466.0,89.0,46689.0,Asia and the Middle East,Taiwan,TW,Taiwan Star Telecom,T Star,TWNTG,,YES,YES,t_star_taiwan,T Star,system
640.0,5.0,64005.0,Africa,Tanzania,TZ,Bharti Airtel,Airtel,TZACT,YES,YES,YES,airtel_tanzania,Airtel,system
640.0,2.0,64002.0,Africa,Tanzania,TZ,MIC Tanzania Limited,tiGO,TZAMB,YES,YES,YES,tigo_tanzania,tiGO,system
640.0,4.0,64004.0,Africa,Tanzania,TZ,Vodacom Tanzania Limited,Vodacom,TZAVC,YES,YES,YES,vodacom_tanzania,Vodacom,system
640.0,9.0,64009.0,Africa,Tanzania,TZ,Viettel Tanzania Limited,Halotel,TZAVG,YES,YES,,halotel_tanzania,Halotel,system
640.0,8.0,64008.0,Africa,Tanzania,TZ,Benson Informatics Limited,Smart,TZAYA,,,YES,smart_tanzania,Smart,system
640.0,3.0,64003.0,Africa,Tanzania,TZ,Zanzibar Telecom Ltd,Zantel,TZAZN,YES,YES,YES,zantel_tanzania,Zantel,system
641.0,1.0,64101.0,Africa,Uganda,UG,Bharti Airtel,Airtel,UGACE,YES,YES,,airtel_uganda,Airtel,system
641.0,10.0,64110.0,Africa,Uganda,UG,MTN Uganda,MTN,UGAMN,YES,YES,YES,mtn_uganda,MTN,system
641.0,14.0,64114.0,Africa,Uganda,UG,Africell Uganda,Africell,UGAOR,YES,YES,YES,africell_uganda,Africell,system
641.0,18.0,64118.0,Africa,Uganda,UG,Suretelecom Uganda Ltd.,Smart,UGASU,YES,YES,,smart_uganda,Smart,system
641.0,11.0,64111.0,Africa,Uganda,UG,Uganda Telecom Ltd.,Uganda Telecom,UGATL,YES,YES,,uganda_telecom_uganda,Uganda Telecom,system
641.0,22.0,64122.0,Africa,Uganda,UG,Bharti Airtel,Airtel,UGAWT,YES,YES,,airtel_uganda,Airtel,system
255.0,6.0,25506.0,Europe,Ukraine,UA,lifecell LLC,lifecell,UKRAS,YES,YES,YES,lifecell_ukraine,lifecell,system
255.0,3.0,25503.0,Europe,Ukraine,UA,"PRJSC ""Kyivstar""",Kyivstar,UKRKS,YES,YES,YES,kyivstar_ukraine,Kyivstar,system
255.0,2.0,25502.0,Europe,Ukraine,UA,"PRJSC ""Kyivstar""",Kyivstar,UKRRS,YES,YES,YES,kyivstar_ukraine,Kyivstar,system
255.0,1.0,25501.0,Europe,Ukraine,UA,"PRJSC ""VF Ukraine""",Vodafone,UKRUM,YES,YES,YES,vodafone_ukraine,Vodafone,system
255.0,7.0,25507.0,Europe,Ukraine,UA,Trimob LLC,3Mob; Lycamobile,UKRUT,,YES,,3mob;_lycamobile_ukraine,3Mob; Lycamobile,system
748.0,10.0,74810.0,South and Central America,Uruguay,UY,AM Wireless Uruguay S.A.,Claro,URYAM,YES,YES,YES,claro_uruguay,Claro,system
748.0,7.0,74807.0,South and Central America,Uruguay,UY,Telefónica Móviles Uruguay,Movistar,URYTM,YES,YES,YES,movistar_uruguay,Movistar,system
310.0,420.0,310420.0,North America and the Caribbean,United States of America,US,Cincinnati Bell Wireless,Cincinnati Bell,USACB,YES,YES,,cincinnati_bell_united_states_of_america,Cincinnati Bell,system
311.0,320.0,311320.0,North America and the Caribbean,United States of America,US,Commnet Wireless,Choice Wireless,USACD,YES,YES,,choice_wireless_united_states_of_america,Choice Wireless,system
310.0,410.0,310410.0,North America and the Caribbean,United States of America,US,AT&T Mobility,AT&T,USACG,YES,YES,,at&t_united_states_of_america,AT&T,system
310.0,450.0,310450.0,North America and the Caribbean,United States of America,US,Viaero Wireless,Viaero,USACI,YES,YES,,viaero_united_states_of_america,Viaero,system
311.0,40.0,311040.0,North America and the Caribbean,United States of America,US,Commnet Wireless,Choice Wireless,USACO,YES,YES,,choice_wireless_united_states_of_america,Choice Wireless,system
310.0,690.0,310690.0,North America and the Caribbean,United States of America,US,"Limitless Mobile, LLC",Limitless Mobile,USACW,YES,,YES,limitless_mobile_united_states_of_america,Limitless Mobile,system
311.0,370.0,311370.0,North America and the Caribbean,United States of America,US,General Communication Inc.,GCI Wireless,USAGC,,,YES,gci_wireless_united_states_of_america,GCI Wireless,system
310.0,110.0,310110.0,North America and the Caribbean,Northern Mariana Islands (USA),MP,PTI Pacifica Inc.,IT&E Wireless,USAGU,YES,,YES,it&e_wireless_northern_mariana_islands_(usa),IT&E Wireless,system
310.0,110.0,310110.0,North America and the Caribbean,United States of America,US,PTI Pacifica Inc.,IT&E Wireless,USAGU,YES,,YES,it&e_wireless_united_states_of_america,IT&E Wireless,system
311.0,30.0,311030.0,North America and the Caribbean,United States of America,US,Americell PA 3 Partnership,Indigo Wireless,USAIN,YES,YES,,indigo_wireless_united_states_of_america,Indigo Wireless,system
311.0,530.0,311530,,USA,,,NewCore Wireless ,USANW,YES,YES,0,newcore_wireless__usa,NewCore Wireless ,system
311.0,170.0,311170.0,North America and the Caribbean,United States of America,US,Tampnet,Tampnet,USAPE,YES,,YES,tampnet_united_states_of_america,Tampnet,system
310.0,490.0,310490,,USA,,,T-Mobile USA,USASC,YES,Arrêté,YES,t-mobile_usa_usa,T-Mobile USA,system
310.0,120.0,310120.0,North America and the Caribbean,United States of America,US,Sprint Corporation,Sprint,USASP,,YES,YES,sprint_united_states_of_america,Sprint,system
311.0,580.0,311580.0,North America and the Caribbean,United States of America,US,U.S. Cellular,U.S. Cellular,USAUD,,,YES,u.s._cellular_united_states_of_america,U.S. Cellular,system
310.0,20.0,310020.0,North America and the Caribbean,United States of America,US,Union Telephone Company,Union Wireless,USAUN,YES,YES,,union_wireless_united_states_of_america,Union Wireless,system
311.0,480.0,311480.0,North America and the Caribbean,United States of America,US,Verizon Wireless,Verizon,USAVZ,,,YES,verizon_united_states_of_america,Verizon,system
310.0,260.0,310260.0,North America and the Caribbean,United States of America,US,T-Mobile USA,T-Mobile,USAW6,YES,YES,YES,t-mobile_united_states_of_america,T-Mobile,system
434.0,5.0,43405.0,Asia and the Middle East,Uzbekistan,UZ,Coscom,Ucell,UZB05,YES,YES,YES,ucell_uzbekistan,Ucell,system
434.0,4.0,43404.0,Asia and the Middle East,Uzbekistan,UZ,Unitel LLC,Beeline,UZBDU,YES,YES,YES,beeline_uzbekistan,Beeline,system
360.0,110.0,360110.0,North America and the Caribbean,Saint Vincent and the Grenadines,VC,Cable & Wireless (St. Vincent & the Grenadines) Ltd,FLOW,VCTCW,YES,,,flow_saint_vincent_and_the_grenadines,FLOW,system
734.0,4.0,73404.0,South and Central America,Venezuela,VE,Telefónica Móviles Venezuela,movistar,VENMS,YES,YES,YES,movistar_venezuela,movistar,system
348.0,570.0,348570.0,North America and the Caribbean,British Virgin Islands (UK),VG,Caribbean Cellular Telephone,CCT Boatphone,VGBCC,YES,YES,YES,cct_boatphone_british_virgin_islands_(uk),CCT Boatphone,system
348.0,170.0,348170.0,North America and the Caribbean,British Virgin Islands (UK),VG,Cable & Wireless,FLOW,VGBCW,YES,YES,YES,flow_british_virgin_islands_(uk),FLOW,system
348.0,770.0,348770.0,North America and the Caribbean,British Virgin Islands (UK),VG,Digicel (BVI) Limited,Digicel,VGBDC,YES,YES,YES,digicel_british_virgin_islands_(uk),Digicel,system
452.0,7.0,45207,,Vietnam,,,GTEL Mobile Joint Stock Company (GTEL Mobile),VNMBL,YES,Arrêté,0,gtel_mobile_joint_stock_company_(gtel_mobile)_vietnam,GTEL Mobile Joint Stock Company (GTEL Mobile),system
452.0,1.0,45201.0,Asia and the Middle East,Vietnam,VN,Vietnam Mobile Telecom Services Company,MobiFone,VNMMO,YES,YES,,mobifone_vietnam,MobiFone,system
452.0,2.0,45202.0,Asia and the Middle East,Vietnam,VN,Vietnam Telecom Services Company,Vinaphone,VNMVI,YES,YES,YES,vinaphone_vietnam,Vinaphone,system
452.0,5.0,45205.0,Asia and the Middle East,Vietnam,VN,Hanoi Telecom,Vietnamobile,VNMVM,YES,YES,,vietnamobile_vietnam,Vietnamobile,system
452.0,4.0,45204.0,Asia and the Middle East,Vietnam,VN,Viettel Telecom,Viettel Mobile,VNMVT,YES,YES,YES,viettel_mobile_vietnam,Viettel Mobile,system
541.0,5.0,54105.0,Oceania,Vanuatu,VU,Digicel Vanuatu Ltd,Digicel,VUTDP,YES,YES,YES,digicel_vanuatu,Digicel,system
421.0,1.0,42101.0,Asia and the Middle East,Yemen,YE,,SabaFon,YEMSA,YES,,,sabafon_yemen,SabaFon,system
220.0,1.0,22001.0,Europe,Serbia,RS,Telenor Serbia,Telenor,YUGMT,YES,YES,YES,telenor_serbia,Telenor,system
220.0,3.0,22003,,Serbia,,,Telekom Srbija a.d.,YUGTS,YES,YES,YES,telekom_srbija_a.d._serbia,Telekom Srbija a.d.,system
655.0,7.0,65507.0,Africa,South Africa,ZA,Cell C (Pty) Ltd,Cell C,ZAFCC,YES,YES,YES,cell_c_south_africa,Cell C,system
655.0,2.0,65502.0,Africa,South Africa,ZA,Telkom SA SOC Ltd,Telkom,ZAFJT,YES,YES,YES,telkom_south_africa,Telkom,system
655.0,10.0,65510.0,Africa,South Africa,ZA,MTN Group,MTN,ZAFMN,YES,YES,YES,mtn_south_africa,MTN,system
655.0,2.0,65502,,South Africa,,,Telkom South Africa ,ZAFTM,YES,YES,YES,telkom_south_africa__south_africa,Telkom South Africa ,system
655.0,1.0,65501.0,Africa,South Africa,ZA,Vodacom,Vodacom,ZAFVC,YES,YES,YES,vodacom_south_africa,Vodacom,system
645.0,2.0,64502,,Zambia,,,MTN (Zambia) Ltd,ZMB02,YES,YES,0,mtn_(zambia)_ltd_zambia,MTN (Zambia) Ltd,system
645.0,1.0,64501.0,Africa,Zambia,ZM,Bharti Airtel,Airtel,ZMBCE,YES,YES,YES,airtel_zambia,Airtel,system
645.0,3.0,64503.0,Africa,Zambia,ZM,Zambia Telecommunications Company Ltd,ZAMTEL,ZMBCZ,YES,YES,YES,zamtel_zambia,ZAMTEL,system
648.0,4.0,64804.0,Africa,Zimbabwe,ZW,Econet Wireless,Econet,ZWEET,YES,YES,YES,econet_zimbabwe,Econet,system
648.0,3.0,64803.0,Africa,Zimbabwe,ZW,Telecel Zimbabwe (PVT) Ltd,Telecel,ZWEN3,YES,,,telecel_zimbabwe,Telecel,system
632.0,3.0,63203.0,Africa,Guinea-Bissau,GW,,Orange,,YES,YES,YES,orange_guinea-bissau,Orange,system
418.0,8.0,41808.0,Asia and the Middle East,Iraq,IQ,,SanaTel,,YES,,,sanatel_iraq,SanaTel,system
222.0,77.0,22277.0,Europe,Italy,IT,,IPSE 2000,,,YES,,ipse_2000_italy,IPSE 2000,system
401.0,8.0,40108.0,Asia and the Middle East,Kazakhstan,KZ,,Kazakhtelecom,,,YES,,kazakhtelecom_kazakhstan,Kazakhtelecom,system
250.0,12.0,25012.0,Europe,Russian Federation,RU,,Akos,,YES,,,akos_russian_federation,Akos,system
250.0,18.0,25018.0,Europe,Russian Federation,RU,,Osnova Telecom,,,,YES,osnova_telecom_russian_federation,Osnova Telecom,system
360.0,100.0,360100.0,North America and the Caribbean,Saint Vincent and the Grenadines,VC,,Cingular Wireless,,YES,,,cingular_wireless_saint_vincent_and_the_grenadines,Cingular Wireless,system
310.0,660.0,310660.0,North America and the Caribbean,United States of America,US,,T-Mobile,,YES,,,t-mobile_united_states_of_america,T-Mobile,system
240.0,4.0,24004.0,Europe,Sweden,SE,3G Infrastructure Services AB,SWEDEN,,,YES,,sweden_sweden,SWEDEN,system
228.0,50.0,22850.0,Europe,Switzerland,CH,3G Mobile AG,3G Mobile AG,,,YES,,3g_mobile_ag_switzerland,3G Mobile AG,system
240.0,16.0,24016.0,Europe,Sweden,SE,42 Telecom AB,42 Telecom AB,,YES,,,42_telecom_ab_sweden,42 Telecom AB,system
313.0,100.0,313100.0,North America and the Caribbean,United States of America,US,700 MHz Public Safety Broadband,FirstNet,,,,YES,firstnet_united_states_of_america,FirstNet,system
313.0,110.0,313110.0,North America and the Caribbean,United States of America,US,700 MHz Public Safety Broadband,FirstNet,,,,YES,firstnet_united_states_of_america,FirstNet,system
289.0,88.0,28988.0,Europe,Abkhazia,GE,A-Mobile LLSC,A-Mobile,,YES,YES,YES,a-mobile_abkhazia,A-Mobile,system
302.0,420.0,302420.0,North America and the Caribbean,Canada,CA,A.B.C. Allen Business Communications Ltd.,ABC,,,,YES,abc_canada,ABC,system
312.0,500.0,312500.0,North America and the Caribbean,United States of America,US,AB Spectrum LLC,AB Spectrum LLC,,,,YES,ab_spectrum_llc_united_states_of_america,AB Spectrum LLC,system
650.0,2.0,65002.0,Africa,Malawi,MW,Access Communications Ltd,Access,,YES,,YES,access_malawi,Access,system
541.0,0.0,54100.0,Oceania,Vanuatu,VU,ACeS International (AIL),AIL,,YES,,,ail_vanuatu,AIL,system
312.0,70.0,312070.0,North America and the Caribbean,United States of America,US,Adams Networks Inc,Adams Networks Inc,,,,YES,adams_networks_inc_united_states_of_america,Adams Networks Inc,system
748.0,1.0,74801.0,South and Central America,Uruguay,UY,Administración Nacional de Telecomunicaciones,Antel,,YES,YES,YES,antel_uruguay,Antel,system
214.0,51.0,21451.0,Europe,Spain,ES,Administrador de Infraestructuras Ferroviarias,ADIF,,YES,,,adif_spain,ADIF,system
520.0,1.0,52001.0,Oceania,Thailand,TH,Advanced Info Service,AIS,,YES,YES,,ais_thailand,AIS,system
310.0,880.0,310880.0,North America and the Caribbean,United States of America,US,"Advantage Cellular Systems, Inc.",DTC Wireless,,,,YES,dtc_wireless_united_states_of_america,DTC Wireless,system
260.0,15.0,26015.0,Europe,Poland,PL,Aero 2 Sp. z o.o.,Aero2,,,,YES,aero2_poland,Aero2,system
260.0,16.0,26016.0,Europe,Poland,PL,Aero 2 Sp. z o.o.,Aero2,,,,YES,aero2_poland,Aero2,system
260.0,17.0,26017.0,Europe,Poland,PL,Aero 2 Sp. z o.o.,Aero2,,,YES,YES,aero2_poland,Aero2,system
412.0,80.0,41280.0,Asia and the Middle East,Afghanistan,AF,Afghan Telecom,Salaam,,YES,YES,,salaam_afghanistan,Salaam,system
412.0,88.0,41288.0,Asia and the Middle East,Afghanistan,AF,Afghan Telecom,Salaam,,YES,YES,,salaam_afghanistan,Salaam,system
641.0,6.0,64106.0,Africa,Uganda,UG,Afrimax Uganda,Vodafone,,,,YES,vodafone_uganda,Vodafone,system
310.0,630.0,310630.0,North America and the Caribbean,United States of America,US,Agri-Valley Communications,miSpot,,,,YES,mispot_united_states_of_america,miSpot,system
612.0,7.0,61207.0,Africa,Ivory Coast,CI,Aircomm,café,,YES,,,café_ivory_coast,café,system
214.0,34.0,21434.0,Europe,Spain,ES,"Aire Networks del Mediterráneo, S.L.U.","Aire Networks del Mediterráneo, S.L.U.",,,,YES,"aire_networks_del_mediterráneo,_s.l.u._spain","Aire Networks del Mediterráneo, S.L.U.",system
310.0,190.0,310190.0,North America and the Caribbean,United States of America,US,Alaska Communications,GCI,,YES,,,gci_united_states_of_america,GCI,system
437.0,5.0,43705.0,Asia and the Middle East,Kyrgyzstan,KG,Alfa Telecom CJSC,MegaCom,,YES,YES,YES,megacom_kyrgyzstan,MegaCom,system
724.0,32.0,72432.0,South and Central America,Brazil,BR,Algar Telecom S.A.,Algar Telecom,,YES,YES,YES,algar_telecom_brazil,Algar Telecom,system
724.0,33.0,72433.0,South and Central America,Brazil,BR,Algar Telecom S.A.,Algar Telecom,,YES,YES,YES,algar_telecom_brazil,Algar Telecom,system
603.0,7.0,60307.0,Africa,Algeria,DZ,Algérie Télécom,AT,,YES,,,at_algeria,AT,system
603.0,9.0,60309.0,Africa,Algeria,DZ,Algérie Télécom,AT,,,,YES,at_algeria,AT,system
610.0,3.0,61003.0,Africa,Mali,ML,Alpha Telecommunication Mali S.A.,Telecel,,YES,YES,,telecel_mali,Telecel,system
214.0,2.0,21402.0,Europe,Spain,ES,Alta Tecnologia en Comunicacions SL,Altecom/Fibracat,,,,YES,altecom/fibracat_spain,Altecom/Fibracat,system
401.0,7.0,40107.0,Asia and the Middle East,Kazakhstan,KZ,Altel,Altel,,YES,YES,YES,altel_kazakhstan,Altel,system
208.0,9.0,20809.0,Europe,France,FR,Altice,SFR,,YES,YES,YES,sfr_france,SFR,system
208.0,11.0,20811.0,Europe,France,FR,Altice,SFR,,,YES,,sfr_france,SFR,system
208.0,13.0,20813.0,Europe,France,FR,Altice,SFR,,YES,YES,,sfr_france,SFR,system
370.0,1.0,37001.0,North America and the Caribbean,Dominican Republic,DO,Altice Group,Altice,,YES,YES,YES,altice_dominican_republic,Altice,system
370.0,3.0,37003.0,North America and the Caribbean,Dominican Republic,DO,Altice Group,Altice,,YES,,,altice_dominican_republic,Altice,system
438.0,2.0,43802.0,Asia and the Middle East,Turkmenistan,TM,Altyn Asyr,TM-Cell,,YES,YES,YES,tm-cell_turkmenistan,TM-Cell,system
545.0,9.0,54509.0,Oceania,Kiribati,KI,Amalgamated Telecom Holdings Kiribati Limited,Kiribati - Frigate Net,,YES,,,kiribati_-_frigate_net_kiribati,Kiribati - Frigate Net,system
414.0,20.0,41420.0,Asia and the Middle East,Myanmar,MM,"Amara Communication Co., Ltd",ACS,,,,YES,acs_myanmar,ACS,system
414.0,21.0,41421.0,Asia and the Middle East,Myanmar,MM,"Amara Communication Co., Ltd",ACS,,,,YES,acs_myanmar,ACS,system
466.0,12.0,46612.0,Asia and the Middle East,Taiwan,TW,Ambit Microsystems,Ambit Microsystems,,,,YES,ambit_microsystems_taiwan,Ambit Microsystems,system
302.0,300.0,302300.0,North America and the Caribbean,Canada,CA,Ambra Solutions,ECOTEL,,,,YES,ecotel_canada,ECOTEL,system
302.0,310.0,302310.0,North America and the Caribbean,Canada,CA,Ambra Solutions,ECOTEL,,,,YES,ecotel_canada,ECOTEL,system
311.0,780.0,311780.0,North America and the Caribbean,American Samoa (USA),AS,American Samoa Telecommunications,ASTCA,,,,YES,astca_american_samoa_(usa),ASTCA,system
311.0,780.0,311780.0,North America and the Caribbean,United States of America,US,American Samoa Telecommunications Authority,ASTCA,,,,YES,astca_united_states_of_america,ASTCA,system
722.0,320.0,722320.0,South and Central America,Argentina,AR,AMX Argentina S.A.,Claro,,YES,YES,YES,claro_argentina,Claro,system
722.0,330.0,722330.0,South and Central America,Argentina,AR,AMX Argentina S.A.,Claro,,YES,YES,YES,claro_argentina,Claro,system
404.0,79.0,40479.0,Asia and the Middle East,India,IN,Andaman Nicobar,cellone,,YES,YES,,cellone_india,cellone,system
404.0,13.0,40413.0,Asia and the Middle East,India,IN,Andhra Pradesh and Telangana,Vodafone India,,YES,,,vodafone_india_india,Vodafone India,system
404.0,73.0,40473.0,Asia and the Middle East,India,IN,Andhra Pradesh and Telangana,cellone,,YES,YES,,cellone_india,cellone,system
405.0,1.0,40501.0,Asia and the Middle East,India,IN,Andhra Pradesh and Telangana,Reliance,,YES,,,reliance_india,Reliance,system
405.0,819.0,405819.0,Asia and the Middle East,India,IN,Andhra Pradesh and Telangana,Uninor,,YES,,,uninor_india,Uninor,system
405.0,908.0,405908.0,Asia and the Middle East,India,IN,Andhra Pradesh and Telangana,IDEA,,YES,,,idea_india,IDEA,system
405.0,912.0,405912.0,Asia and the Middle East,India,IN,Andhra Pradesh and Telangana,Etisalat DB(cheers),,YES,,,etisalat_db(cheers)_india,Etisalat DB(cheers),system
603.0,21.0,60321.0,Africa,Algeria,DZ,Anesrif,ANESRIF,,YES,,,anesrif_algeria,ANESRIF,system
344.0,30.0,344030.0,North America and the Caribbean,Antigua and Barbuda,AG,Antigua Public Utilities Authority,APUA,,YES,,,apua_antigua_and_barbuda,APUA,system
